NAME,neighbourhood_group,lat,long,cancellation_policy,room type,price,service fee,number of reviews,review rate number
Union Square Private Double & Single Bed w/ Shower,Manhattan,40.73446,-73.9867,moderate,Private room,806.0,161.0,8,4.0
Private room in bustling East Village,Manhattan,40.72537,-73.97878,flexible,Private room,972.0,194.0,147,3.0
"Multi-level, 1 bedroom apartment with balcony",Manhattan,40.74195,-73.98348,flexible,Entire home/apt,689.0,138.0,3,2.0
Convenient and Affordable in the Heart of Astoria,Queens,40.76294,-73.91545,moderate,Private room,243.0,49.0,5,4.0
Cute Apartment Near Prospect Park,Brooklyn,40.6502,-73.95509,strict,Private room,988.0,198.0,6,1.0
CLEAN SAFE apart near NYU/East Village,Manhattan,40.73182,-73.98158,flexible,Private room,300.0,60.0,3,2.0
Cozy private bedroom downtown,Manhattan,40.71094,-73.99305,moderate,Private room,92.0,18.0,86,3.0
Tourists Summer Getaway in New York,Queens,40.70484,-73.91393,moderate,Private room,66.0,13.0,15,5.0
Brand New 2 Bedroom Apt in Bed Stuy with Garden,Brooklyn,40.68506,-73.94164,moderate,Entire home/apt,514.0,103.0,7,4.0
Central Park W Pristine Apartment,Manhattan,40.78826,-73.96767,moderate,Entire home/apt,409.0,82.0,19,1.0
"2nd floor, Room# 5 (8'x12')",Brooklyn,40.66888,-73.89372,strict,Private room,98.0,20.0,12,2.0
Entire new guest suite w/Pvt entry in Queens,Queens,40.71569,-73.85379,strict,Private room,649.0,130.0,49,2.0
Two-bedroom in the heart of Chelsea,Manhattan,40.73975,-73.99848,strict,Entire home/apt,145.0,29.0,2,5.0
Lovely Room in the heart of the East Village,Manhattan,40.72977,-73.98529,flexible,Private room,813.0,163.0,1,5.0
Morningside Heights Cozy & Clean Modern Apt.,Manhattan,40.80624,-73.95622,moderate,Private room,500.0,100.0,1,3.0
Cozy One Bedroom in Upper East Side proper,Manhattan,40.76955,-73.95694,flexible,Entire home/apt,698.0,140.0,22,2.0
Heart of bay ridge Brooklyn,Brooklyn,40.62139,-74.0319,moderate,Entire home/apt,919.0,184.0,1,4.0
"Madison Ave BR Steps from Central Park, east 60s",Manhattan,40.76892,-73.96906,flexible,Private room,762.0,152.0,56,5.0
"STUNNING OCEAN-VIEW 1BR in BROOKLYN, NYC",Brooklyn,40.57519,-73.95468,flexible,Entire home/apt,508.0,102.0,59,5.0
Full Apt w/ large kitchen in UES,Manhattan,40.78092,-73.95162,moderate,Entire home/apt,735.0,147.0,75,2.0
Close to manhattan but way out of the hustle,Queens,40.76228,-73.94272,strict,Private room,282.0,56.0,2,3.0
NICE SPACE IN NYC,Bronx,40.86809,-73.90201,flexible,Private room,791.0,158.0,63,1.0
Sunny room in a contemporary modern apartment,Manhattan,40.85597,-73.9333,strict,Private room,703.0,141.0,93,4.0
Bright + Cheerful Apt- the Real NYC,Manhattan,40.79127,-73.94431,strict,Entire home/apt,493.0,99.0,45,3.0
1 bedroom in sunny Nolita apartment,Manhattan,40.7215,-73.99395,strict,Private room,771.0,154.0,5,2.0
Cozy Studio in Midtown East,Manhattan,40.7532,-73.96711,strict,Entire home/apt,102.0,20.0,7,2.0
Stylish & Spacious Apartment in Harlem Brownstone,Manhattan,40.80891,-73.94247,flexible,Entire home/apt,725.0,145.0,113,2.0
Private hotel room in the heart of Times Square,Manhattan,40.76089,-73.98709,flexible,Private room,539.0,108.0,22,3.0
Queen Bedroom in Modern Manhattan Apartment,Manhattan,40.73431,-73.98167,flexible,Private room,326.0,65.0,4,4.0
Boho Studio in West Village- PRIME LOCATION,Manhattan,40.73508,-74.00004,strict,Entire home/apt,764.0,153.0,3,5.0
Studio in Prospect Park South,Brooklyn,40.64487,-73.96233,flexible,Entire home/apt,557.0,111.0,3,5.0
30 under 1-roof in MANHATTAN LUXURY. Free Park,Manhattan,40.83386,-73.94208,flexible,Shared room,663.0,133.0,1,5.0
Spacious Private Parlor Suite in Heart of Harlem,Manhattan,40.80565,-73.94621,moderate,Entire home/apt,569.0,114.0,13,3.0
Private Studio near LaGuardia Airport and Mahattan,Queens,40.76533,-73.87873,flexible,Private room,910.0,182.0,27,5.0
Sun Lit Room in Ridgewood/Bushwick 25 mins to NYC,Queens,40.70811,-73.91054,moderate,Private room,166.0,33.0,3,4.0
Updated Private Bedroom in Co-Living Space 2L-3,Brooklyn,40.69758,-73.97432,moderate,Private room,505.0,101.0,1,5.0
Huge Chelsea Loft,Manhattan,40.74358,-74.00027,flexible,Entire home/apt,595.0,119.0,35,1.0
The Brooklyn Blue House 2,Brooklyn,40.64664,-73.90157,flexible,Private room,419.0,84.0,12,3.0
Sunny room in Bushwick loft with skyline views,Brooklyn,40.70466,-73.92043,moderate,Private room,966.0,193.0,26,3.0
"Home, Sweet, Harlem. Welcome!",Manhattan,40.79733,-73.93955,flexible,Entire home/apt,708.0,142.0,221,4.0
Artistic and clean studio near Union Square,Manhattan,40.73315,-73.98662,moderate,Entire home/apt,238.0,48.0,9,3.0
"tiny, tiny room in Bushwick",Brooklyn,40.68958,-73.91393,strict,Private room,716.0,143.0,3,2.0
"Very clean , cozy , warm and spacious apartment .",Brooklyn,40.65442,-73.95982,strict,Entire home/apt,926.0,185.0,3,3.0
Warm & Cozy Bushwick apt steps from Dekalb L Train,Brooklyn,40.70125,-73.91982,moderate,Entire home/apt,971.0,194.0,1,4.0
"TIMES SQUARE NYC, COZY Jr 1 BR w Private Patio",Manhattan,40.7598,-73.99033,moderate,Entire home/apt,512.0,102.0,12,3.0
Great Room  Great Location Williamsburg,Brooklyn,40.71655,-73.96416,flexible,Shared room,837.0,167.0,1,5.0
Bronx Beauty: Renovated historic rowhouse,Bronx,40.81841,-73.89067,moderate,Private room,405.0,81.0,18,1.0
A Tree Grows in Brooklyn,Brooklyn,40.64308,-73.9077,flexible,Entire home/apt,984.0,197.0,158,4.0
Two bedroom apartment for rent in Brooklyn,Brooklyn,40.65704,-73.9603,moderate,Entire home/apt,533.0,107.0,2,1.0
"3 Bedrooms, 1000 Pvt Sq ft in Historic Brownstone.",Manhattan,40.81668,-73.94472,strict,Private room,147.0,29.0,33,4.0
Beautiful room in spacious Ft. Greene split level,Brooklyn,40.68887,-73.97021,moderate,Private room,833.0,167.0,8,2.0
Newly Reno A+ Location! Live TV ! Safe& CLEAN!,Brooklyn,40.69445,-73.92989,strict,Entire home/apt,677.0,135.0,8,2.0
Beautiful Garden Apartment with Patio & BBQ Grill,Queens,40.68464,-73.84245,flexible,Entire home/apt,377.0,75.0,4,4.0
Williamsburg - 1st stop out of Lower Manhattan!,Brooklyn,40.71033,-73.95868,flexible,Private room,386.0,77.0,1,5.0
Brand new 2-bed in luxury full-service building,Brooklyn,40.69192,-73.98391,strict,Entire home/apt,115.0,23.0,15,3.0
Huge Bright Designer Loft in Red Hook Brooklyn,Brooklyn,40.67787,-74.00764,strict,Entire home/apt,340.0,68.0,2,2.0
Beautiful 1 BR with Private Garden,Manhattan,40.74502,-74.00429,strict,Entire home/apt,479.0,96.0,47,3.0
"Cozy, warm, bright entire basement apartment",Queens,40.67862,-73.79618,strict,Entire home/apt,226.0,45.0,10,2.0
Large Bedroom w/ Private Bathroom & Private Entry,Staten Island,40.62988,-74.08639,flexible,Private room,336.0,67.0,32,5.0
Beautiful new Apt in the heart of Bushwick!!!,Brooklyn,40.69695,-73.93387,moderate,Entire home/apt,986.0,197.0,3,4.0
BEST DEAL – 1BR APT – 15 MIN from MANHATTAN!,Queens,40.74667,-73.92361,strict,Entire home/apt,729.0,146.0,4,4.0
Nice Entire Place of  Large 1B1B in Great Location,Queens,40.72819,-73.86032,flexible,Entire home/apt,776.0,155.0,7,2.0
SMALL ROOM in private House,Queens,40.69585,-73.83098,flexible,Private room,99.0,20.0,5,2.0
Huge WV / Meatpacking 1 Bdrm,Manhattan,40.73848,-74.00252,flexible,Entire home/apt,639.0,128.0,13,4.0
"Comfort; Next to ""A"" express subway",Manhattan,40.85287,-73.93794,moderate,Private room,961.0,192.0,28,2.0
Boho Chic One Bedroom In Cobble Hill Brookyn,Brooklyn,40.68669,-73.99909,strict,Entire home/apt,652.0,130.0,62,3.0
Quiet and cozy,Queens,40.7648,-73.92081,strict,Private room,447.0,89.0,6,1.0
Brand New Cozy Woodside Studio- Close to NYC,Queens,40.73698,-73.90256,moderate,Entire home/apt,781.0,156.0,94,2.0
Spacious Gramercy 1bdrm.  Clean!,Manhattan,40.73701,-73.98242,flexible,Entire home/apt,954.0,191.0,7,3.0
The Double U,Bronx,40.82441,-73.90361,moderate,Private room,446.0,89.0,25,2.0
"In the heart of Hunters Point, Long Island City",Queens,40.74547,-73.95198,strict,Entire home/apt,211.0,42.0,7,5.0
Cool Out/Private ensuite nearJFK can sleep up to 4,Queens,40.68875,-73.75461,moderate,Private room,916.0,183.0,33,4.0
Beatiful 2 bedroom loft in Clinton Hill,Brooklyn,40.68633,-73.96595,moderate,Entire home/apt,276.0,55.0,17,2.0
Sunny Williamsburg w Balcony - Long Term Rental,Brooklyn,40.71216,-73.95853,strict,Entire home/apt,874.0,175.0,30,2.0
Beautiful Brownstone,Brooklyn,40.67964,-73.93946,flexible,Entire home/apt,244.0,49.0,63,1.0
NEW! Elegance & Luxury right in the ❤️ of Brooklyn,Brooklyn,40.64961,-73.95109,moderate,Entire home/apt,750.0,150.0,13,2.0
2 BR in Theater Dist./Times Square,Manhattan,40.76416,-73.98807,flexible,Entire home/apt,507.0,101.0,8,1.0
Big bright room in 3 bedroom duplex,Brooklyn,40.67112,-73.93368,moderate,Private room,656.0,131.0,149,3.0
Charming & private room in W'burg,Brooklyn,40.71488,-73.96148,moderate,Private room,403.0,81.0,2,1.0
3 bedroom 2 bath house Bergen beach Brooklyn,Brooklyn,40.62418,-73.91072,moderate,Entire home/apt,211.0,42.0,17,3.0
Strawberry B&B,Brooklyn,40.7077,-73.92212,moderate,Private room,244.0,49.0,51,1.0
The Den -  3 mins  to JFK,Queens,40.66284,-73.76962,strict,Private room,96.0,19.0,17,4.0
Luxury Upper East Side Apartment,Manhattan,40.76205,-73.96382,flexible,Entire home/apt,251.0,50.0,145,5.0
Semi-studio in MIDTOWN HK,Manhattan,40.76379,-73.9872,strict,Entire home/apt,107.0,21.0,4,5.0
Family Fun Slide Bed! Deck/Outdoor Kitchen!,Queens,40.75748,-73.8095,strict,Entire home/apt,256.0,51.0,44,5.0
Gorgeous Modern Manhattan Apt,Manhattan,40.74648,-73.98459,moderate,Private room,477.0,95.0,41,5.0
"Beautiful 2BD Apt. in Trendy Lower East side,NYC",Manhattan,40.71806,-73.99222,strict,Entire home/apt,754.0,151.0,25,5.0
"Suite w/private bath, Forest Hills",Queens,40.72356,-73.83982,strict,Private room,783.0,157.0,128,3.0
"Sun Drenched 2bd Apt near BK Museum, Crown Heights",Brooklyn,40.66723,-73.95919,flexible,Entire home/apt,676.0,135.0,46,3.0
DISCOUNTED Entire Apt:  Prime UWS location!,Manhattan,40.79496,-73.97349,flexible,Entire home/apt,304.0,61.0,19,4.0
"Contemporary, Comfy & Affordable Brooklyn (Rm#2)",Brooklyn,40.64156,-73.93177,flexible,Private room,765.0,153.0,62,5.0
Large Private Room in Brownstone (4th fl),Brooklyn,40.68171,-73.93346,strict,Private room,511.0,102.0,1,5.0
Artists studio,Brooklyn,40.63491,-73.96796,strict,Entire home/apt,193.0,39.0,7,5.0
NEW RENOVATION 16min from TIMES SQUARE,Manhattan,40.82299,-73.94486,flexible,Private room,420.0,84.0,72,4.0
Charlton Place/Gorgeous/NYC/JFK/Airport/ohelchabad,Queens,40.68114,-73.73121,flexible,Entire home/apt,705.0,141.0,13,4.0
Jan,Brooklyn,40.64367,-74.00059,moderate,Private room,377.0,75.0,75,2.0
THE LINCOLN PARLOR -Historic Brownstone Apartment,Brooklyn,40.66949,-73.94939,strict,Entire home/apt,701.0,140.0,127,4.0
UNTITLED at Freeman - Queen Studio 1003,Manhattan,40.72278,-73.99298,flexible,Entire home/apt,463.0,93.0,14,3.0
Sweet quite bedroom in Ridgewood/bushwick,Queens,40.69609,-73.89756,moderate,Private room,992.0,198.0,3,3.0
Private room for 2 (10 min to city) - Females only,Bronx,40.82209,-73.90086,flexible,Private room,453.0,91.0,2,4.0
My Very special 2BR 1 Bath,Manhattan,40.79592,-73.96856,flexible,Entire home/apt,625.0,125.0,2,3.0
20 minutes to Manhattan. near the station,Queens,40.74672,-73.89773,flexible,Private room,358.0,72.0,2,5.0
Brooklyn Studio Tower!,Brooklyn,40.68173,-73.96703,strict,Entire home/apt,206.0,41.0,7,2.0
Private Apartment 30mins from Times Square,Manhattan,40.86903,-73.91825,strict,Entire home/apt,75.0,15.0,22,5.0
Improved Response Rate@ The Valley,Brooklyn,40.69368,-73.92295,flexible,Entire home/apt,431.0,86.0,189,1.0
Shared male Room on Manhattan! Amazing view! II,Manhattan,40.70991,-73.98835,moderate,Shared room,260.0,52.0,1,4.0
Designer 1BR in LES/Chinatown with rooftop access,Manhattan,40.71477,-73.98575,flexible,Entire home/apt,761.0,152.0,1,2.0
Cozy 1BR in Brooklyn Heights,Brooklyn,40.69191,-73.99331,strict,Entire home/apt,779.0,156.0,1,2.0
Large Studio w/ Entertainment Room!,Manhattan,40.79221,-73.97476,moderate,Entire home/apt,301.0,60.0,24,5.0
Brownstone villa,Brooklyn,40.64055,-73.95288,flexible,Entire home/apt,288.0,58.0,94,5.0
Private 1 Bdrm Apt - Prospect Park,Brooklyn,40.64945,-73.9624,moderate,Entire home/apt,432.0,86.0,1,3.0
Full Apartment Downtown Manhattan (East Village),Manhattan,40.72748,-73.9795,moderate,Entire home/apt,958.0,192.0,25,5.0
Luxury Sun-filled Private Room near Time Square,Manhattan,40.75286,-73.99297,flexible,Private room,918.0,184.0,1,5.0
Harlem Renaissance,Manhattan,40.80038,-73.94656,flexible,Entire home/apt,354.0,71.0,44,2.0
A Piece of mind in the city,Bronx,40.85973,-73.86699,moderate,Entire home/apt,935.0,187.0,7,4.0
Elegant & Private Brooklyn Hts Apt w/Terrace.,Brooklyn,40.69008,-73.99213,moderate,Entire home/apt,69.0,14.0,16,5.0
Lovely 2 Bedroom Apartment. Perfect Getaway!,Manhattan,40.75994,-73.98812,flexible,Entire home/apt,313.0,63.0,103,2.0
"Spacious 2 Bed, 2 Bath in Vibrant East Village",Manhattan,40.72632,-73.9846,moderate,Entire home/apt,826.0,165.0,1,2.0
THE WHITE HOUSE BEDROOM 3,Bronx,40.80074,-73.91574,strict,Private room,460.0,92.0,2,5.0
Beautiful Loft w/ Waterfront View!,Brooklyn,40.71268,-73.96676,flexible,Private room,344.0,69.0,232,4.0
Brand new 2BR~Prime midtown~Newly furnished!,Manhattan,40.7633,-73.99365,flexible,Entire home/apt,389.0,78.0,4,4.0
Studio a steps of ONU and Bryant Park 4,Manhattan,40.75109,-73.98271,moderate,Entire home/apt,900.0,180.0,11,4.0
3 bedrooms ; Second floor,Brooklyn,40.68174,-73.93403,moderate,Entire home/apt,435.0,87.0,147,3.0
Magnolia Terrace by Rove | Luxe Work/Live Williamsburg Townhouse,Brooklyn,40.71522,-73.96205,moderate,Entire home/apt,295.0,59.0,17,4.0
"Contemporary, Cozy  Retreat",Brooklyn,40.6354,-73.90039,flexible,Entire home/apt,273.0,55.0,45,2.0
Elegant 2 bedroom in Chelsea,Manhattan,40.74244,-74.00274,flexible,Entire home/apt,908.0,182.0,13,2.0
HIDDEN GEM! CLOSE TO LGA AIRPORT,Queens,40.75767,-73.89801,strict,Entire home/apt,669.0,134.0,43,2.0
*BRAND NEW*4 BED DUPLX W PVT BCKYARD 15 MIN 2 CITY,Brooklyn,40.68699,-73.92258,flexible,Entire home/apt,879.0,176.0,31,1.0
Luxury Two Bedroom on High Floor with Great Views,Manhattan,40.7068,-74.00632,flexible,Entire home/apt,797.0,159.0,12,4.0
(2RW) Perfect Chelsea Studio In Flower District,Manhattan,40.74684,-73.99207,moderate,Entire home/apt,334.0,67.0,5,2.0
"Sunny, Quiet Downtown 1BR Apt - Great location!",Manhattan,40.74069,-74.00069,flexible,Entire home/apt,118.0,24.0,1,3.0
One Bedroom Apartment + Private Terrace,Brooklyn,40.68909,-73.99083,flexible,Entire home/apt,164.0,33.0,1,2.0
Luggage storage only No Beds Available.,Brooklyn,40.61819,-74.03296,strict,Shared room,250.0,50.0,1,5.0
Spacious and stylish apartment in NoMad,Manhattan,40.74651,-73.98905,strict,Entire home/apt,112.0,22.0,38,3.0
Master Bedroom with Full Bath & Manhattan View,Queens,40.75809,-73.8693,moderate,Private room,656.0,131.0,135,2.0
One Bedroom LOFT 2 blocks from Bedford ave L,Brooklyn,40.7179,-73.96047,flexible,Entire home/apt,438.0,88.0,24,2.0
2 Bedroom Garden Apt. Park Slope,Brooklyn,40.66565,-73.98782,strict,Entire home/apt,497.0,99.0,8,5.0
Minimalist room next to the subway (2),Brooklyn,40.67378,-73.88846,moderate,Private room,68.0,14.0,86,4.0
Sonder | Stock Exchange | Vintage 1BR + Sofa Bed,Manhattan,40.70701,-74.01117,flexible,Entire home/apt,99.0,20.0,1,3.0
"Sexy Bushwick
Your home when away from your place",Brooklyn,40.69269,-73.92278,strict,Private room,758.0,152.0,4,2.0
$500/wk 1br - 150ft2 - Dec 23-Jan 4,Manhattan,40.72492,-73.97914,flexible,Private room,239.0,48.0,1,3.0
Private! 2br/2ba/Patio In the heart of Chelsea NYC,Manhattan,40.74064,-73.99945,moderate,Entire home/apt,807.0,161.0,84,2.0
Spacius and quiet loft in Greenwich village,Manhattan,40.74068,-74.00346,flexible,Entire home/apt,641.0,128.0,8,1.0
Prime New York Upper East Side 1 Bedroom Apartment,Manhattan,40.76976,-73.94956,strict,Entire home/apt,308.0,62.0,17,4.0
Spacious place in West Harlem - room for 3/4 ppl.,Manhattan,40.8283,-73.94453,strict,Entire home/apt,482.0,96.0,15,5.0
Beautiful studio in the East Village,Manhattan,40.72588,-73.98243,flexible,Entire home/apt,532.0,106.0,4,5.0
Chic sun-filled dream home in East Village,Manhattan,40.72744,-73.9831,moderate,Entire home/apt,558.0,112.0,4,4.0
Spacious 1 bedroom apartment in uptown new york,Manhattan,40.82591,-73.94444,strict,Entire home/apt,816.0,163.0,20,3.0
Quiet central Williamsburg Loft room,Brooklyn,40.718,-73.96603,moderate,Private room,804.0,161.0,8,1.0
NYork Boulevard-15 min to 5th Avenue-walk 2 Subway,Queens,40.75368,-73.92034,strict,Entire home/apt,833.0,167.0,6,3.0
NY Style by the Metro and St. john's University.,Queens,40.71959,-73.78849,moderate,Private room,253.0,51.0,6,3.0
"Bright, spacious 1BD apt near 30th Ave in Astoria",Queens,40.76945,-73.92485,moderate,Entire home/apt,759.0,152.0,5,2.0
"New Paint, Bright, Spacious 1bd, Doorman, Elevator",Manhattan,40.721359,-73.993668,strict,Entire home/apt,893.0,179.0,29,5.0
Large & simplistic 2 Story SF home,Brooklyn,40.72287,-73.94545,flexible,Entire home/apt,238.0,48.0,29,5.0
Charming South Harlem Hideaway with Garden,Manhattan,40.80453,-73.95015,moderate,Entire home/apt,362.0,72.0,18,2.0
Hudson Yards area. Renovated apartment,Manhattan,40.75048,-74.00134,strict,Entire home/apt,608.0,122.0,79,5.0
CHARMING BEDROOM IN  GORGEOUS VICTORIAN HOME,Brooklyn,40.63582,-73.95708,flexible,Private room,611.0,122.0,18,4.0
Cozy warm and light,Brooklyn,40.67674187,-73.91537677,flexible,Private room,91.0,18.0,3,2.0
Private room with detached private bathroom,Queens,40.73849,-73.87606,moderate,Private room,166.0,33.0,65,3.0
Cozy Brooklyn Affordable In-Law,Brooklyn,40.64896,-73.94317,strict,Entire home/apt,128.0,26.0,38,1.0
"Full size bed, 2 guests, Manhattan Upper Westside",Manhattan,40.82069,-73.95549,strict,Private room,432.0,86.0,229,4.0
Sweet studio in Cobble Hill Brooklyn,Brooklyn,40.68864,-73.99896,flexible,Entire home/apt,525.0,105.0,5,3.0
One Bedroom close to everything!,Manhattan,40.72916,-74.00433,moderate,Entire home/apt,445.0,89.0,5,3.0
St. James Place 1.5-2bdrm 1block to PRATT & Gtrain,Brooklyn,40.687,-73.96149,moderate,Entire home/apt,430.0,86.0,83,3.0
Habitación ideal para viajeros,Manhattan,40.79185,-73.94139,flexible,Private room,62.0,12.0,64,2.0
BKLYN private room w/ private bath!,Brooklyn,40.69226,-73.98056,moderate,Private room,125.0,25.0,12,2.0
Penthouse Duplex with outdoor space Murray Hill,Manhattan,40.74805,-73.97855,moderate,Entire home/apt,653.0,131.0,6,4.0
Cozy Manhattan Room,Manhattan,40.81633,-73.96069,strict,Private room,875.0,175.0,15,2.0
Safe Private Room in UWS Manhattan,Manhattan,40.7945,-73.96468,flexible,Private room,329.0,66.0,3,4.0
The Artist's House & Roof Garden (part 2!),Brooklyn,40.65518,-73.95664,flexible,Private room,218.0,44.0,7,5.0
Vibrant Spacious Artists Creative Apt in Brooklyn!,Brooklyn,40.69007,-73.95647,strict,Entire home/apt,677.0,135.0,11,4.0
Great Chelsea block near Highline & Subways,Manhattan,40.74897,-73.9968,flexible,Entire home/apt,172.0,34.0,16,5.0
East Village WFH Oasis with Oversized Desk,Manhattan,40.72753,-73.98818,moderate,Entire home/apt,293.0,59.0,2,5.0
Beautiful room in West New Brighton. Near ferry.,Staten Island,40.63587,-74.1213,strict,Private room,671.0,134.0,9,5.0
Spacious room with a double bed in heart of BK,Brooklyn,40.69243,-73.91528,flexible,Private room,872.0,174.0,51,4.0
The Stop at Fordham Manor,Bronx,40.8667,-73.89115,flexible,Private room,654.0,131.0,5,4.0
Beautiful Spacious Artist’s Home! * close to train,Brooklyn,40.68316,-73.91637,strict,Entire home/apt,286.0,57.0,34,3.0
Conveniently located Central Harlem,Manhattan,40.81491,-73.94779,moderate,Private room,687.0,137.0,22,1.0
Staying in Greenpoint/Williamsburg!,Brooklyn,40.73408,-73.95601,moderate,Private room,614.0,123.0,19,3.0
Kozy Klean Kwiet,Queens,40.68588,-73.76315,moderate,Private room,565.0,113.0,31,4.0
"Apt in Astoria, Queens.15min to NYC",Queens,40.77206,-73.91124,moderate,Entire home/apt,582.0,116.0,105,3.0
"Cozy 1Br Apartment, Entire Place.",Queens,40.74201,-73.92096,moderate,Entire home/apt,96.0,19.0,91,2.0
Your Home Away From Home! The Oasis@Brooklyn!,Brooklyn,40.66378,-73.95267,moderate,Entire home/apt,154.0,31.0,11,5.0
"★Private, Modern Apartment | Convenient Location★",Queens,40.77418,-73.91889,strict,Entire home/apt,291.0,58.0,13,3.0
Sonder | The Nash | Cozy Studio + Fitness Room,Manhattan,40.74927,-73.9739,strict,Entire home/apt,534.0,107.0,2,2.0
Spacious Brownstone  1Bd,Brooklyn,40.67756,-73.95427,moderate,Private room,678.0,136.0,34,5.0
Awesome Private Artist Studio for FEMALE Traveler,Manhattan,40.8186,-73.94413,strict,Entire home/apt,873.0,175.0,24,2.0
Great studio near TIME SQUARE,Manhattan,40.76262,-73.99283,strict,Entire home/apt,839.0,168.0,3,4.0
Cozy private B/room med student Brooklyn Hospital1,Brooklyn,40.6541,-73.93205,moderate,Private room,364.0,73.0,2,5.0
Midtown Room,Manhattan,40.76554,-73.98245,moderate,Private room,120.0,24.0,46,3.0
Pre-war gem with Peloton near Manhattan! WFH chic!,Queens,40.74328,-73.91983,strict,Entire home/apt,225.0,45.0,19,5.0
Huge private room in comfy Sugar Hill apt!,Manhattan,40.81752,-73.93825,flexible,Private room,926.0,185.0,1,5.0
Joy,Queens,40.66561,-73.81103,moderate,Private room,444.0,89.0,2,3.0
Newly Renovated Brooklyn Apartment,Brooklyn,40.67372,-73.91648,flexible,Entire home/apt,114.0,23.0,12,2.0
Charming Central Park Studio Awaits!,Manhattan,40.78726,-73.96867,flexible,Entire home/apt,552.0,110.0,42,4.0
Cozy Bright Brooklyn  by train,Brooklyn,40.64386,-73.98195,moderate,Private room,305.0,61.0,95,3.0
A whimsical stay in the heart of Bushwick,Brooklyn,40.69979,-73.93158,moderate,Entire home/apt,519.0,104.0,4,2.0
"Light & Airy Chelsea Bungalow (ok, apartment)",Manhattan,40.74068,-74.00295,flexible,Entire home/apt,489.0,98.0,134,3.0
Cozy & Chic West Village One Bedroom Oasis,Manhattan,40.73394,-74.00175,flexible,Entire home/apt,997.0,199.0,3,2.0
Spacious & Authentic NYC Apt - PERFECT location,Manhattan,40.74519,-74.0,strict,Entire home/apt,279.0,56.0,5,4.0
Private bedroom. Your home away from home,Manhattan,40.7928,-73.94448,moderate,Private room,872.0,174.0,13,5.0
Gorgeous bright spacious loft apt in Brooklyn,Brooklyn,40.69815,-73.92841,moderate,Entire home/apt,62.0,12.0,2,4.0
The Treehouse Loft | Featured in Apartment Therapy,Manhattan,40.72007,-73.98385,moderate,Entire home/apt,451.0,90.0,6,5.0
Cozy Private Room close to Central Park/Met Museum,Manhattan,40.77502,-73.95536,moderate,Private room,605.0,121.0,8,4.0
Luxury New York City Westside Suite,Manhattan,40.76419,-73.98053,flexible,Entire home/apt,347.0,69.0,5,3.0
Spacious 2 BR. Ridgewood Apt.,Queens,40.6934,-73.8951,moderate,Entire home/apt,251.0,50.0,12,4.0
Cozy Brooklyn Apt (Near JFK/Manhattan/Times Sqr),Brooklyn,40.61167,-73.95803,flexible,Private room,296.0,59.0,4,2.0
Nolita/SoHo! Location! Views! Elevator! Free Gym!,Manhattan,40.72199,-73.99374,moderate,Entire home/apt,389.0,78.0,1,5.0
Harlem Hideaway Parlor Apartment,Manhattan,40.80436,-73.94865,strict,Entire home/apt,339.0,68.0,5,2.0
One Bedroom: Live in the Lower East Side! #10243,Manhattan,40.72026,-73.98721,strict,Entire home/apt,717.0,143.0,12,4.0
1 bedroom apt in 2 bridges/Chinatown,Manhattan,40.71264,-73.99893,strict,Entire home/apt,585.0,117.0,12,2.0
LUXURIOUS! Private Bedroom w/ Own Private Bathroom,Manhattan,40.77547,-73.94615,strict,Private room,449.0,90.0,31,2.0
"""MUNCHIES "" マンチ王国FASHION-ART dormitory GUEST HOUSE",Brooklyn,40.64064,-73.961639,flexible,Shared room,913.0,183.0,160,3.0
"2 Bedroom apartment, nicely renovated.",Brooklyn,40.69824,-73.9191,flexible,Entire home/apt,147.0,29.0,7,4.0
Carriage House Too (2),Brooklyn,40.68713,-73.96736,moderate,Entire home/apt,838.0,168.0,28,5.0
BEAUTIFUL HEART OF SOHO BEDROOM,Manhattan,40.72216,-73.99679,flexible,Private room,982.0,196.0,3,3.0
Luminous 2 bedroom apartment in Bushwick,Queens,40.7011,-73.90964,moderate,Entire home/apt,670.0,134.0,1,4.0
NEW Spacious & Sunny 1 Bed in Vinegar Hill,Brooklyn,40.70234,-73.97954,strict,Entire home/apt,397.0,79.0,1,4.0
Sonder | Stock Exchange | Superior 2BR + Laundry,Manhattan,40.70776,-74.01169,flexible,Entire home/apt,500.0,100.0,6,5.0
High Rise Elevator Building in NYC,Manhattan,40.71523,-73.98489,strict,Private room,477.0,95.0,42,3.0
PRIVATE STUDIO WITH LOTS OF LIGHT,Manhattan,40.8471,-73.93501,moderate,Entire home/apt,713.0,143.0,17,4.0
Modern Architectural Church boutique w/gym 2/1.5br,Brooklyn,40.6655,-73.9308,flexible,Private room,619.0,124.0,4,2.0
"Private Rooftop balcony, skylight PH 2 beds",Queens,40.73626,-73.87143,flexible,Entire home/apt,979.0,196.0,130,2.0
Penthouse Gorgeous Apartment Stay,Brooklyn,40.68964,-73.9508,moderate,Private room,512.0,102.0,8,5.0
Beautiful Studio in Brooklyn,Brooklyn,40.62299,-73.90501,flexible,Entire home/apt,201.0,40.0,25,2.0
Times Square Area Studio,Manhattan,40.76366,-73.99438,flexible,Entire home/apt,176.0,35.0,2,1.0
New Private Bedroom in Prime NYC / Upper West Side,Manhattan,40.79834,-73.96117,strict,Private room,274.0,55.0,1,2.0
